"x","y","psi_numerical","psi_exact","error"
  0.0199,  0.4577, -0.2946488E-02,  0.8303367E-02, -0.1124986E-01
  0.0265,  0.4577, -0.5021019E-02,  0.1102961E-01, -0.1605063E-01
  0.0351,  0.4577, -0.7697849E-02,  0.1459919E-01, -0.2229704E-01
  0.0463,  0.4577, -0.1109947E-01,  0.1923200E-01, -0.3033147E-01
  0.0608,  0.4577, -0.1534701E-01,  0.2517285E-01, -0.4051986E-01
  0.0792,  0.4577, -0.2054764E-01,  0.3266701E-01, -0.5321465E-01
  0.1023,  0.4577, -0.2676406E-01,  0.4191202E-01, -0.6867609E-01
  0.1308,  0.4577, -0.3395239E-01,  0.5297892E-01, -0.8693131E-01
  0.1650,  0.4577, -0.4187063E-01,  0.6570648E-01, -0.1075771E+00
  0.2049,  0.4577, -0.4998779E-01,  0.7959559E-01, -0.1295834E+00
  0.2499,  0.4577, -0.5745394E-01,  0.9376320E-01, -0.1512171E+00
  0.2989,  0.4577, -0.6320280E-01,  0.1070302E+00, -0.1702330E+00
  0.3500,  0.4577, -0.6621457E-01,  0.1181753E+00, -0.1843899E+00
  0.4011,  0.4577, -0.6585904E-01,  0.1262810E+00, -0.1921401E+00
  0.4501,  0.4577, -0.6214305E-01,  0.1310030E+00, -0.1931461E+00
  0.4951,  0.4577, -0.5572073E-01,  0.1326156E+00, -0.1883364E+00
  0.5350,  0.4577, -0.4765509E-01,  0.1318294E+00, -0.1794845E+00
  0.5692,  0.4577, -0.3907474E-01,  0.1295091E+00, -0.1685838E+00
  0.5977,  0.4577, -0.3089606E-01,  0.1264379E+00, -0.1573339E+00
  0.6208,  0.4577, -0.2369605E-01,  0.1231966E+00, -0.1468926E+00
  0.6392,  0.4577, -0.1772217E-01,  0.1201468E+00, -0.1378690E+00
  0.6537,  0.4577, -0.1297807E-01,  0.1174712E+00, -0.1304492E+00
  0.6649,  0.4577, -0.9326205E-02,  0.1152301E+00, -0.1245563E+00
  0.6735,  0.4577, -0.6572764E-02,  0.1134123E+00, -0.1199851E+00
  0.6801,  0.4577, -0.4522432E-02,  0.1119710E+00, -0.1164935E+00
  0.6850,  0.4577, -0.3005536E-02,  0.1108469E+00, -0.1138525E+00
  0.6888,  0.4577, -0.1886182E-02,  0.1099806E+00, -0.1118667E+00
  0.6916,  0.4577, -0.1060432E-02,  0.1093187E+00, -0.1103791E+00
  0.6937,  0.4577, -0.4507493E-03,  0.1088163E+00, -0.1092670E+00
  0.6953,  0.4577, -0.5020539E-13,  0.1084367E+00, -0.1084367E+00
  0.0047,  0.4783,  0.1002595E-02,  0.1002595E-02,  0.3048646E-13
  0.0063,  0.4783,  0.3307119E-03,  0.1342314E-02, -0.1011602E-02
  0.0084,  0.4783, -0.5660672E-03,  0.1795712E-02, -0.2361780E-02
  0.0112,  0.4783, -0.1760413E-02,  0.2399685E-02, -0.4160098E-02
  0.0150,  0.4783, -0.3346315E-02,  0.3202174E-02, -0.6548488E-02
  0.0199,  0.4783, -0.5443107E-02,  0.4264721E-02, -0.9707827E-02
  0.0265,  0.4783, -0.8198318E-02,  0.5664957E-02, -0.1386327E-01
  0.0351,  0.4783, -0.1178709E-01,  0.7498339E-02, -0.1928543E-01
  0.0463,  0.4783, -0.1640517E-01,  0.9877814E-02, -0.2628298E-01
  0.0608,  0.4783, -0.2225230E-01,  0.1292911E-01, -0.3518141E-01
  0.0792,  0.4783, -0.2950219E-01,  0.1677821E-01, -0.4628041E-01
  0.1023,  0.4783, -0.3825086E-01,  0.2152658E-01, -0.5977744E-01
  0.1308,  0.4783, -0.4843098E-01,  0.2721068E-01, -0.7564166E-01
  0.1650,  0.4783, -0.5969077E-01,  0.3374773E-01, -0.9343850E-01
  0.2049,  0.4783, -0.7127176E-01,  0.4088136E-01, -0.1121531E+00
  0.2499,  0.4783, -0.8196781E-01,  0.4815804E-01, -0.1301258E+00
  0.2989,  0.4783, -0.9026831E-01,  0.5497215E-01, -0.1452405E+00
  0.3500,  0.4783, -0.9472673E-01,  0.6069642E-01, -0.1554231E+00
  0.4011,  0.4783, -0.9444283E-01,  0.6485963E-01, -0.1593025E+00
  0.4501,  0.4783, -0.8941112E-01,  0.6728491E-01, -0.1566960E+00
  0.4951,  0.4783, -0.8053589E-01,  0.6811316E-01, -0.1486490E+00
  0.5350,  0.4783, -0.6929696E-01,  0.6770935E-01, -0.1370063E+00
  0.5692,  0.4783, -0.5726829E-01,  0.6651761E-01, -0.1237859E+00
  0.5977,  0.4783, -0.4572915E-01,  0.6494018E-01, -0.1106693E+00
  0.6208,  0.4783, -0.3548771E-01,  0.6327541E-01, -0.9876312E-01
  0.6392,  0.4783, -0.2689750E-01,  0.6170901E-01, -0.8860651E-01
  0.6537,  0.4783, -0.1997900E-01,  0.6033476E-01, -0.8031376E-01
  0.6649,  0.4783, -0.1456218E-01,  0.5918372E-01, -0.7374590E-01
  0.6735,  0.4783, -0.1040040E-01,  0.5825008E-01, -0.6865048E-01
  0.6801,  0.4783, -0.7241344E-02,  0.5750983E-01, -0.6475117E-01
  0.6850,  0.4783, -0.4861319E-02,  0.5693246E-01, -0.6179378E-01
  0.6888,  0.4783, -0.3076308E-02,  0.5648749E-01, -0.5956379E-01
  0.6916,  0.4783, -0.1741136E-02,  0.5614753E-01, -0.5788867E-01
  0.6937,  0.4783, -0.7440054E-03,  0.5588948E-01, -0.5663349E-01
  0.6953,  0.4783, -0.2794466E-12,  0.5569453E-01, -0.5569453E-01
  0.0047,  0.5049, -0.2266667E-03, -0.2266667E-03,  0.4119906E-12
  0.0063,  0.5049, -0.1129138E-02, -0.3034703E-03, -0.8256672E-03
  0.0084,  0.5049, -0.2333611E-02, -0.4059747E-03, -0.1927636E-02
  0.0112,  0.5049, -0.3938022E-02, -0.5425209E-03, -0.3395501E-02
  0.0150,  0.5049, -0.6069338E-02, -0.7239476E-03, -0.5345390E-02
  0.0199,  0.5049, -0.8889859E-02, -0.9641682E-03, -0.7925691E-02
  0.0265,  0.5049, -0.1260262E-01, -0.1280734E-02, -0.1132188E-01
  0.0351,  0.5049, -0.1745335E-01, -0.1695225E-02, -0.1575812E-01
  0.0463,  0.5049, -0.2372443E-01, -0.2233177E-02, -0.2149126E-01
  0.0608,  0.5049, -0.3171359E-01, -0.2923014E-02, -0.2879057E-01
  0.0792,  0.5049, -0.4168789E-01, -0.3793219E-02, -0.3789467E-01
  0.1023,  0.5049, -0.5380240E-01, -0.4866729E-02, -0.4893567E-01
  0.1308,  0.5049, -0.6797377E-01, -0.6151793E-02, -0.6182197E-01
  0.1650,  0.5049, -0.8371271E-01, -0.7629688E-02, -0.7608303E-01
  0.2049,  0.5049, -0.9996018E-01, -0.9242459E-02, -0.9071772E-01
  0.2499,  0.5049, -0.1150350E+00, -0.1088757E-01, -0.1041474E+00
  0.2989,  0.5049, -0.1268330E+00, -0.1242811E-01, -0.1144049E+00
  0.3500,  0.5049, -0.1333352E+00, -0.1372225E-01, -0.1196130E+00
  0.4011,  0.5049, -0.1332742E+00, -0.1466347E-01, -0.1186107E+00
  0.4501,  0.5049, -0.1266150E+00, -0.1521177E-01, -0.1114033E+00
  0.4951,  0.5049, -0.1145784E+00, -0.1539903E-01, -0.9917937E-01
  0.5350,  0.5049, -0.9918084E-01, -0.1530773E-01, -0.8387311E-01
  0.5692,  0.5049, -0.8257445E-01, -0.1503830E-01, -0.6753615E-01
  0.5977,  0.5049, -0.6651515E-01, -0.1468168E-01, -0.5183348E-01
  0.6208,  0.5049, -0.5212415E-01, -0.1430531E-01, -0.3781884E-01
  0.6392,  0.5049, -0.3991260E-01, -0.1395118E-01, -0.2596142E-01
  0.6537,  0.5049, -0.2994588E-01, -0.1364049E-01, -0.1630539E-01
  0.6649,  0.5049, -0.2203112E-01, -0.1338026E-01, -0.8650862E-02
  0.6735,  0.5049, -0.1586444E-01, -0.1316918E-01, -0.2695265E-02
  0.6801,  0.5049, -0.1112260E-01, -0.1300182E-01,  0.1879219E-02
  0.6850,  0.5049, -0.7509438E-02, -0.1287129E-01,  0.5361855E-02
  0.6888,  0.5049, -0.4773680E-02, -0.1277069E-01,  0.7997013E-02
  0.6916,  0.5049, -0.2711453E-02, -0.1269384E-01,  0.9982384E-02
  0.6937,  0.5049, -0.1161823E-02, -0.1263550E-01,  0.1147367E-01
  0.6953,  0.5049, -0.1557775E-12, -0.1259142E-01,  0.1259142E-01
  0.0047,  0.5382, -0.1759754E-02, -0.1759754E-02,  0.6049848E-14
  0.0063,  0.5382, -0.2971274E-02, -0.2356027E-02, -0.6152467E-03
  0.0084,  0.5382, -0.4588231E-02, -0.3151832E-02, -0.1436399E-02
  0.0112,  0.5382, -0.6742124E-02, -0.4211924E-02, -0.2530200E-02
  0.0150,  0.5382, -0.9603633E-02, -0.5620452E-02, -0.3983182E-02
  0.0199,  0.5382, -0.1339133E-01, -0.7485433E-02, -0.5905893E-02
  0.0265,  0.5382, -0.1837957E-01, -0.9943125E-02, -0.8436446E-02
  0.0351,  0.5382, -0.2490255E-01, -0.1316108E-01, -0.1174147E-01
  0.0463,  0.5382, -0.3334834E-01, -0.1733753E-01, -0.1601081E-01
  0.0608,  0.5382, -0.4413287E-01, -0.2269316E-01, -0.2143970E-01
  0.0792,  0.5382, -0.5763869E-01, -0.2944910E-01, -0.2818959E-01
  0.1023,  0.5382, -0.7410087E-01, -0.3778342E-01, -0.3631745E-01
  0.1308,  0.5382, -0.9342745E-01, -0.4776016E-01, -0.4566728E-01
  0.1650,  0.5382, -0.1149656E+00, -0.5923397E-01, -0.5573162E-01
  0.2049,  0.5382, -0.1372785E+00, -0.7175491E-01, -0.6552359E-01
  0.2499,  0.5382, -0.1580775E+00, -0.8452693E-01, -0.7355062E-01
  0.2989,  0.5382, -0.1744941E+00, -0.9648705E-01, -0.7800704E-01
  0.3500,  0.5382, -0.1837677E+00, -0.1065343E+00, -0.7723342E-01
  0.4011,  0.5382, -0.1841459E+00, -0.1138415E+00, -0.7030440E-01
  0.4501,  0.5382, -0.1755374E+00, -0.1180984E+00, -0.5743900E-01
  0.4951,  0.5382, -0.1595447E+00, -0.1195521E+00, -0.3999261E-01
  0.5350,  0.5382, -0.1388513E+00, -0.1188434E+00, -0.2000790E-01
  0.5692,  0.5382, -0.1163375E+00, -0.1167516E+00,  0.4140922E-03
  0.5977,  0.5382, -0.9437308E-01, -0.1139829E+00,  0.1960984E-01
  0.6208,  0.5382, -0.7449890E-01, -0.1110609E+00,  0.3656202E-01
  0.6392,  0.5382, -0.5745636E-01, -0.1083116E+00,  0.5085522E-01
  0.6537,  0.5382, -0.4339546E-01, -0.1058995E+00,  0.6250404E-01
  0.6649,  0.5382, -0.3211237E-01, -0.1038792E+00,  0.7176682E-01
  0.6735,  0.5382, -0.2323769E-01, -0.1022405E+00,  0.7900278E-01
  0.6801,  0.5382, -0.1635749E-01, -0.1009412E+00,  0.8458368E-01
  0.6850,  0.5382, -0.1107918E-01, -0.9992779E-01,  0.8884860E-01
  0.6888,  0.5382, -0.7060629E-02, -0.9914677E-01,  0.9208614E-01
  0.6916,  0.5382, -0.4018233E-02, -0.9855008E-01,  0.9453185E-01
  0.6937,  0.5382, -0.1724326E-02, -0.9809715E-01,  0.9637283E-01
  0.6953,  0.5382, -0.2624969E-12, -0.9775498E-01,  0.9775498E-01
  0.0047,  0.5781, -0.3577006E-02, -0.3577006E-02,  0.9586663E-12
  0.0063,  0.5781, -0.5175546E-02, -0.4789036E-02, -0.3865095E-03
  0.0084,  0.5781, -0.7309007E-02, -0.6406649E-02, -0.9023582E-03
  0.0112,  0.5781, -0.1015089E-01, -0.8561470E-02, -0.1589419E-02
  0.0150,  0.5781, -0.1392644E-01, -0.1142455E-01, -0.2501894E-02
  0.0199,  0.5781, -0.1892425E-01, -0.1521545E-01, -0.3708802E-02
  0.0265,  0.5781, -0.2550695E-01, -0.2021114E-01, -0.5295814E-02
  0.0351,  0.5781, -0.3411711E-01, -0.2675218E-01, -0.7364931E-02
  0.0463,  0.5781, -0.4527062E-01, -0.3524154E-01, -0.1002907E-01
  0.0608,  0.5781, -0.5952416E-01, -0.4612781E-01, -0.1339635E-01
  0.0792,  0.5781, -0.7739650E-01, -0.5986043E-01, -0.1753607E-01
  0.1023,  0.5781, -0.9921813E-01, -0.7680139E-01, -0.2241675E-01
  0.1308,  0.5781, -0.1248908E+00, -0.9708085E-01, -0.2780993E-01
  0.1650,  0.5781, -0.1535717E+00, -0.1204034E+00, -0.3316833E-01
  0.2049,  0.5781, -0.1833733E+00, -0.1458544E+00, -0.3751896E-01
  0.2499,  0.5781, -0.2112714E+00, -0.1718157E+00, -0.3945573E-01
  0.2989,  0.5781, -0.2334636E+00, -0.1961267E+00, -0.3733689E-01
  0.3500,  0.5781, -0.2462757E+00, -0.2165495E+00, -0.2972623E-01
  0.4011,  0.5781, -0.2473464E+00, -0.2314028E+00, -0.1594359E-01
  0.4501,  0.5781, -0.2364899E+00, -0.2400556E+00,  0.3565632E-02
  0.4951,  0.5781, -0.2157478E+00, -0.2430106E+00,  0.2726276E-01
  0.5350,  0.5781, -0.1885950E+00, -0.2415699E+00,  0.5297486E-01
  0.5692,  0.5781, -0.1587951E+00, -0.2373180E+00,  0.7852289E-01
  0.5977,  0.5781, -0.1294804E+00, -0.2316902E+00,  0.1022098E+00
  0.6208,  0.5781, -0.1027325E+00, -0.2257507E+00,  0.1230182E+00
  0.6392,  0.5781, -0.7960476E-01, -0.2201622E+00,  0.1405574E+00
  0.6537,  0.5781, -0.6037353E-01, -0.2152592E+00,  0.1548857E+00
  0.6649,  0.5781, -0.4483308E-01, -0.2111526E+00,  0.1663195E+00
  0.6735,  0.5781, -0.3253624E-01, -0.2078216E+00,  0.1752853E+00
  0.6801,  0.5781, -0.2295563E-01, -0.2051805E+00,  0.1822249E+00
  0.6850,  0.5781, -0.1557628E-01, -0.2031206E+00,  0.1875444E+00
  0.6888,  0.5781, -0.9940448E-02, -0.2015331E+00,  0.1915926E+00
  0.6916,  0.5781, -0.5663215E-02, -0.2003202E+00,  0.1946570E+00
  0.6937,  0.5781, -0.2432213E-02, -0.1993996E+00,  0.1969674E+00
  0.6953,  0.5781, -0.4792015E-12, -0.1987040E+00,  0.1987040E+00
  0.0047,  0.6241, -0.5593732E-02, -0.5593732E-02, -0.1896653E-11
  0.0063,  0.6241, -0.7640977E-02, -0.7489109E-02, -0.1518680E-03
  0.0084,  0.6241, -0.1037326E-01, -0.1001874E-01, -0.3545220E-03
  0.0112,  0.6241, -0.1401276E-01, -0.1338845E-01, -0.6243069E-03
  0.0150,  0.6241, -0.1884794E-01, -0.1786574E-01, -0.9822015E-03
  0.0199,  0.6241, -0.2524843E-01, -0.2379396E-01, -0.1454472E-02
  0.0265,  0.6241, -0.3367886E-01, -0.3160623E-01, -0.2072623E-02
  0.0351,  0.6241, -0.4470664E-01, -0.4183514E-01, -0.2871504E-02
  0.0463,  0.6241, -0.5899415E-01, -0.5511083E-01, -0.3883316E-02
  0.0608,  0.6241, -0.7725818E-01, -0.7213481E-01, -0.5123377E-02
  0.0792,  0.6241, -0.1001709E+00, -0.9360992E-01, -0.6561012E-02
  0.1023,  0.6241, -0.1281693E+00, -0.1201022E+00, -0.8067072E-02
  0.1308,  0.6241, -0.1611474E+00, -0.1518153E+00, -0.9332099E-02
  0.1650,  0.6241, -0.1980499E+00, -0.1882872E+00, -0.9762706E-02
  0.2049,  0.6241, -0.2364819E+00, -0.2280875E+00, -0.8394383E-02
  0.2499,  0.6241, -0.2725860E+00, -0.2686859E+00, -0.3900096E-02
  0.2989,  0.6241, -0.3014946E+00, -0.3067036E+00,  0.5208979E-02
  0.3500,  0.6241, -0.3184820E+00, -0.3386407E+00,  0.2015873E-01
  0.4011,  0.6241, -0.3204733E+00, -0.3618684E+00,  0.4139503E-01
  0.4501,  0.6241, -0.3071495E+00, -0.3753996E+00,  0.6825010E-01
  0.4951,  0.6241, -0.2810270E+00, -0.3800206E+00,  0.9899364E-01
  0.5350,  0.6241, -0.2464699E+00, -0.3777677E+00,  0.1312978E+00
  0.5692,  0.6241, -0.2082539E+00, -0.3711187E+00,  0.1628648E+00
  0.5977,  0.6241, -0.1704034E+00, -0.3623178E+00,  0.1919144E+00
  0.6208,  0.6241, -0.1356466E+00, -0.3530296E+00,  0.2173830E+00
  0.6392,  0.6241, -0.1054173E+00, -0.3442902E+00,  0.2388729E+00
  0.6537,  0.6241, -0.8015034E-01, -0.3366230E+00,  0.2564726E+00
  0.6649,  0.6241, -0.5964215E-01, -0.3302010E+00,  0.2705589E+00
  0.6735,  0.6241, -0.4335531E-01, -0.3249920E+00,  0.2816367E+00
  0.6801,  0.6241, -0.3062892E-01, -0.3208619E+00,  0.2902330E+00
  0.6850,  0.6241, -0.2080401E-01, -0.3176407E+00,  0.2968367E+00
  0.6888,  0.6241, -0.1328704E-01, -0.3151580E+00,  0.3018710E+00
  0.6916,  0.6241, -0.7574322E-02, -0.3132614E+00,  0.3056870E+00
  0.6937,  0.6241, -0.3254454E-02, -0.3118216E+00,  0.3085672E+00
  0.6953,  0.6241, -0.4875684E-12, -0.3107340E+00,  0.3107340E+00
  0.0047,  0.6742, -0.7658546E-02, -0.7658546E-02, -0.1611749E-11
  0.0063,  0.6742, -0.1018145E-01, -0.1025356E-01,  0.7211174E-04
  0.0084,  0.6742, -0.1354853E-01, -0.1371695E-01,  0.1684208E-03
  0.0112,  0.6742, -0.1803357E-01, -0.1833053E-01,  0.2969608E-03
  0.0150,  0.6742, -0.2399203E-01, -0.2446052E-01,  0.4684891E-03
  0.0199,  0.6742, -0.3187941E-01, -0.3257702E-01,  0.6976112E-03
  0.0265,  0.6742, -0.4226835E-01, -0.4327304E-01,  0.1004687E-02
  0.0351,  0.6742, -0.5585840E-01, -0.5727774E-01,  0.1419339E-02
  0.0463,  0.6742, -0.7346665E-01, -0.7545389E-01,  0.1987238E-02
  0.0608,  0.6742, -0.9597857E-01, -0.9876192E-01,  0.2783341E-02
  0.0792,  0.6742, -0.1242272E+00, -0.1281641E+00,  0.3936891E-02
  0.1023,  0.6742, -0.1587603E+00, -0.1644356E+00,  0.5675269E-02
  0.1308,  0.6742, -0.1994629E+00, -0.2078549E+00,  0.8392029E-02
  0.1650,  0.6742, -0.2450570E+00, -0.2577896E+00,  0.1273257E-01
  0.2049,  0.6742, -0.2926187E+00, -0.3122814E+00,  0.1966273E-01
  0.2499,  0.6742, -0.3374193E+00, -0.3678659E+00,  0.3044659E-01
  0.2989,  0.6742, -0.3734730E+00, -0.4199170E+00,  0.4644400E-01
  0.3500,  0.6742, -0.3949427E+00, -0.4636431E+00,  0.6870038E-01
  0.4011,  0.6742, -0.3979881E+00, -0.4954448E+00,  0.9745667E-01
  0.4501,  0.6742, -0.3821288E+00, -0.5139708E+00,  0.1318420E+00
  0.4951,  0.6742, -0.3503625E+00, -0.5202976E+00,  0.1699351E+00
  0.5350,  0.6742, -0.3079815E+00, -0.5172130E+00,  0.2092315E+00
  0.5692,  0.6742, -0.2608350E+00, -0.5081096E+00,  0.2472747E+00
  0.5977,  0.6742, -0.2139057E+00, -0.4960601E+00,  0.2821543E+00
  0.6208,  0.6742, -0.1706221E+00, -0.4833434E+00,  0.3127213E+00
  0.6392,  0.6742, -0.1328322E+00, -0.4713781E+00,  0.3385459E+00
  0.6537,  0.6742, -0.1011430E+00, -0.4608806E+00,  0.3597376E+00
  0.6649,  0.6742, -0.7535326E-01, -0.4520881E+00,  0.3767348E+00
  0.6735,  0.6742, -0.5482802E-01, -0.4449562E+00,  0.3901282E+00
  0.6801,  0.6742, -0.3876265E-01, -0.4393016E+00,  0.4005390E+00
  0.6850,  0.6742, -0.2634371E-01, -0.4348913E+00,  0.4085476E+00
  0.6888,  0.6742, -0.1683247E-01, -0.4314923E+00,  0.4146598E+00
  0.6916,  0.6742, -0.9598591E-02, -0.4288955E+00,  0.4192969E+00
  0.6937,  0.6742, -0.4125256E-02, -0.4269243E+00,  0.4227991E+00
  0.6953,  0.6742,  0.2572267E-12, -0.4254351E+00,  0.4254351E+00
  0.0047,  0.7258, -0.9586491E-02, -0.9586491E-02,  0.9605384E-11
  0.0063,  0.7258, -0.1256567E-01, -0.1283477E-01,  0.2690975E-03
  0.0084,  0.7258, -0.1654168E-01, -0.1717002E-01,  0.6283400E-03
  0.0112,  0.7258, -0.2183781E-01, -0.2294502E-01,  0.1107205E-02
  0.0150,  0.7258, -0.2887378E-01, -0.3061816E-01,  0.1744374E-02
  0.0199,  0.7258, -0.3818746E-01, -0.4077789E-01,  0.2590429E-02
  0.0265,  0.7258, -0.5045507E-01, -0.5416649E-01,  0.3711419E-02
  0.0351,  0.7258, -0.6650286E-01, -0.7169671E-01,  0.5193852E-02
  0.0463,  0.7258, -0.8729617E-01, -0.9444847E-01,  0.7152300E-02
  0.0608,  0.7258, -0.1138820E+00, -0.1236240E+00,  0.9742002E-02
  0.0792,  0.7258, -0.1472472E+00, -0.1604279E+00,  0.1318065E-01
  0.1023,  0.7258, -0.1880450E+00, -0.2058302E+00,  0.1778521E-01
  0.1308,  0.7258, -0.2361515E+00, -0.2601798E+00,  0.2402832E-01
  0.1650,  0.7258, -0.2900764E+00, -0.3226849E+00,  0.3260850E-01
  0.2049,  0.7258, -0.3463918E+00, -0.3908944E+00,  0.4450257E-01
  0.2499,  0.7258, -0.3995397E+00, -0.4604716E+00,  0.6093198E-01
  0.2989,  0.7258, -0.4424667E+00, -0.5256260E+00,  0.8315930E-01
  0.3500,  0.7258, -0.4682702E+00, -0.5803596E+00,  0.1120894E+00
  0.4011,  0.7258, -0.4723683E+00, -0.6201669E+00,  0.1477986E+00
  0.4501,  0.7258, -0.4541132E+00, -0.6433566E+00,  0.1892434E+00
  0.4951,  0.7258, -0.4169522E+00, -0.6512761E+00,  0.2343240E+00
  0.5350,  0.7258, -0.3670637E+00, -0.6474150E+00,  0.2803513E+00
  0.5692,  0.7258, -0.3113320E+00, -0.6360200E+00,  0.3246880E+00
  0.5977,  0.7258, -0.2556691E+00, -0.6209371E+00,  0.3652680E+00
  0.6208,  0.7258, -0.2041836E+00, -0.6050191E+00,  0.4008355E+00
  0.6392,  0.7258, -0.1591254E+00, -0.5900417E+00,  0.4309163E+00
  0.6537,  0.7258, -0.1212669E+00, -0.5769016E+00,  0.4556346E+00
  0.6649,  0.7258, -0.9040784E-01, -0.5658957E+00,  0.4754878E+00
  0.6735,  0.7258, -0.6581742E-01, -0.5569685E+00,  0.4911511E+00
  0.6801,  0.7258, -0.4655148E-01, -0.5498904E+00,  0.5033390E+00
  0.6850,  0.7258, -0.3164730E-01, -0.5443699E+00,  0.5127226E+00
  0.6888,  0.7258, -0.2022619E-01, -0.5401152E+00,  0.5198890E+00
  0.6916,  0.7258, -0.1153597E-01, -0.5368647E+00,  0.5253287E+00
  0.6937,  0.7258, -0.4958593E-02, -0.5343973E+00,  0.5294387E+00
  0.6953,  0.7258,  0.5371018E-11, -0.5325332E+00,  0.5325332E+00
  0.0047,  0.7759, -0.1121854E-01, -0.1121854E-01,  0.3234694E-11
  0.0063,  0.7759, -0.1459187E-01, -0.1501982E-01,  0.4279583E-03
  0.0084,  0.7759, -0.1909388E-01, -0.2009313E-01,  0.9992469E-03
  0.0112,  0.7759, -0.2509065E-01, -0.2685129E-01,  0.1760640E-02
  0.0150,  0.7759, -0.3305739E-01, -0.3583074E-01,  0.2773343E-02
  0.0199,  0.7759, -0.4360314E-01, -0.4772011E-01,  0.4116970E-02
  0.0265,  0.7759, -0.5749360E-01, -0.6338806E-01,  0.5894456E-02
  0.0351,  0.7759, -0.7566442E-01, -0.8390270E-01,  0.8238282E-02
  0.0463,  0.7759, -0.9920903E-01, -0.1105278E+00,  0.1131880E-01
  0.0608,  0.7759, -0.1293139E+00, -0.1446704E+00,  0.1535648E-01
  0.0792,  0.7759, -0.1670986E+00, -0.1877399E+00,  0.2064131E-01
  0.1023,  0.7759, -0.2133073E+00, -0.2408717E+00,  0.2756438E-01
  0.1308,  0.7759, -0.2678087E+00, -0.3044741E+00,  0.3666541E-01
  0.1650,  0.7759, -0.3289294E+00, -0.3776204E+00,  0.4869095E-01
  0.2049,  0.7759, -0.3928079E+00, -0.4574421E+00,  0.6463424E-01
  0.2499,  0.7759, -0.4531721E+00, -0.5388646E+00,  0.8569243E-01
  0.2989,  0.7759, -0.5020490E+00, -0.6151111E+00,  0.1130620E+00
  0.3500,  0.7759, -0.5316148E+00, -0.6791628E+00,  0.1475480E+00
  0.4011,  0.7759, -0.5366422E+00, -0.7257471E+00,  0.1891049E+00
  0.4501,  0.7759, -0.5163321E+00, -0.7528847E+00,  0.2365526E+00
  0.4951,  0.7759, -0.4745146E+00, -0.7621525E+00,  0.2876379E+00
  0.5350,  0.7759, -0.4181333E+00, -0.7576341E+00,  0.3395007E+00
  0.5692,  0.7759, -0.3549709E+00, -0.7442991E+00,  0.3893282E+00
  0.5977,  0.7759, -0.2917480E+00, -0.7266484E+00,  0.4349004E+00
  0.6208,  0.7759, -0.2331655E+00, -0.7080205E+00,  0.4748550E+00
  0.6392,  0.7759, -0.1818216E+00, -0.6904932E+00,  0.5086717E+00
  0.6537,  0.7759, -0.1386315E+00, -0.6751161E+00,  0.5364846E+00
  0.6649,  0.7759, -0.1033940E+00, -0.6622365E+00,  0.5588425E+00
  0.6735,  0.7759, -0.7529445E-01, -0.6517895E+00,  0.5764950E+00
  0.6801,  0.7759, -0.5326701E-01, -0.6435064E+00,  0.5902394E+00
  0.6850,  0.7759, -0.3621930E-01, -0.6370460E+00,  0.6008267E+00
  0.6888,  0.7759, -0.2315140E-01, -0.6320670E+00,  0.6089156E+00
  0.6916,  0.7759, -0.1320574E-01, -0.6282631E+00,  0.6150573E+00
  0.6937,  0.7759, -0.5676765E-02, -0.6253756E+00,  0.6196988E+00
  0.6953,  0.7759,  0.6048230E-11, -0.6231942E+00,  0.6231942E+00
  0.0047,  0.8219, -0.1247243E-01, -0.1247243E-01, -0.2578118E-11
  0.0063,  0.8219, -0.1615304E-01, -0.1669857E-01,  0.5455320E-03
  0.0084,  0.8219, -0.2106516E-01, -0.2233892E-01,  0.1273757E-02
  0.0112,  0.8219, -0.2760817E-01, -0.2985243E-01,  0.2244252E-02
  0.0150,  0.8219, -0.3630060E-01, -0.3983550E-01,  0.3534897E-02
  0.0199,  0.8219, -0.4780694E-01, -0.5305374E-01,  0.5246798E-02
  0.0265,  0.8219, -0.6296266E-01, -0.7047288E-01,  0.7510212E-02
  0.0351,  0.8219, -0.8278873E-01, -0.9328042E-01,  0.1049169E-01
  0.0463,  0.8219, -0.1084784E+00, -0.1228814E+00,  0.1440299E-01
  0.0608,  0.8219, -0.1413270E+00, -0.1608400E+00,  0.1951307E-01
  0.0792,  0.8219, -0.1825574E+00, -0.2087234E+00,  0.2616596E-01
  0.1023,  0.8219, -0.2329851E+00, -0.2677937E+00,  0.3480859E-01
  0.1308,  0.8219, -0.2924727E+00, -0.3385048E+00,  0.4603213E-01
  0.1650,  0.8219, -0.3592049E+00, -0.4198266E+00,  0.6062173E-01
  0.2049,  0.8219, -0.4289826E+00, -0.5085700E+00,  0.7958733E-01
  0.2499,  0.8219, -0.4949785E+00, -0.5990929E+00,  0.1041144E+00
  0.2989,  0.8219, -0.5485031E+00, -0.6838614E+00,  0.1353583E+00
  0.3500,  0.8219, -0.5810140E+00, -0.7550721E+00,  0.1740582E+00
  0.4011,  0.8219, -0.5867785E+00, -0.8068631E+00,  0.2200846E+00
  0.4501,  0.8219, -0.5648757E+00, -0.8370339E+00,  0.2721582E+00
  0.4951,  0.8219, -0.5194312E+00, -0.8473375E+00,  0.3279063E+00
  0.5350,  0.8219, -0.4579848E+00, -0.8423140E+00,  0.3843293E+00
