"x","y","psi_numerical","psi_exact","error"
  0.7986,  0.7258, -0.1930293E+00, -0.3851765E+00,  0.1921472E+00
  0.8500,  0.7258, -0.1557591E+00, -0.2957080E+00,  0.1399488E+00
  0.9014,  0.7258, -0.1083978E+00, -0.1985443E+00,  0.9014650E-01
  0.9420,  0.7258, -0.6610270E-01, -0.1180217E+00,  0.5191896E-01
  0.9685,  0.7258, -0.3706878E-01, -0.6435318E-01,  0.2728440E-01
  0.9837,  0.7258, -0.2012008E-01, -0.3332757E-01,  0.1320749E-01
  0.9918,  0.7258, -0.1105856E-01, -0.1678594E-01,  0.5727374E-02
  0.9959,  0.7258, -0.6425549E-02, -0.8334446E-02,  0.1908897E-02
  0.9980,  0.7258, -0.4108617E-02, -0.4108617E-02,  0.4133837E-12
  0.7020,  0.7759, -0.2694089E+00, -0.6138285E+00,  0.3444196E+00
  0.7041,  0.7759, -0.2693899E+00, -0.6108836E+00,  0.3414936E+00
  0.7082,  0.7759, -0.2692390E+00, -0.6049159E+00,  0.3356768E+00
  0.7163,  0.7759, -0.2685135E+00, -0.5929347E+00,  0.3244212E+00
  0.7315,  0.7759, -0.2656551E+00, -0.5693843E+00,  0.3037292E+00
  0.7580,  0.7759, -0.2562723E+00, -0.5252779E+00,  0.2690056E+00
  0.7986,  0.7759, -0.2321161E+00, -0.4507508E+00,  0.2186348E+00
  0.8500,  0.7759, -0.1872836E+00, -0.3460507E+00,  0.1587671E+00
  0.9014,  0.7759, -0.1302960E+00, -0.2323454E+00,  0.1020495E+00
  0.9420,  0.7759, -0.7940211E-01, -0.1381142E+00,  0.5871212E-01
  0.9685,  0.7759, -0.4446659E-01, -0.7530898E-01,  0.3084239E-01
  0.9837,  0.7759, -0.2407332E-01, -0.3900142E-01,  0.1492809E-01
  0.9918,  0.7759, -0.1317034E-01, -0.1964366E-01,  0.6473321E-02
  0.9959,  0.7759, -0.7595838E-02, -0.9753342E-02,  0.2157503E-02
  0.9980,  0.7759, -0.4808088E-02, -0.4808088E-02, -0.2039063E-11
  0.7020,  0.8219, -0.3039439E+00, -0.6824355E+00,  0.3784916E+00
  0.7041,  0.8219, -0.3039225E+00, -0.6791614E+00,  0.3752388E+00
  0.7082,  0.8219, -0.3037525E+00, -0.6725267E+00,  0.3687742E+00
  0.7163,  0.8219, -0.3029351E+00, -0.6592064E+00,  0.3562713E+00
  0.7315,  0.8219, -0.2997139E+00, -0.6330238E+00,  0.3333099E+00
  0.7580,  0.8219, -0.2891363E+00, -0.5839876E+00,  0.2948514E+00
  0.7986,  0.8219, -0.2618917E+00, -0.5011308E+00,  0.2392391E+00
  0.8500,  0.8219, -0.2113065E+00, -0.3847285E+00,  0.1734220E+00
  0.9014,  0.8219, -0.1469899E+00, -0.2583145E+00,  0.1113246E+00
  0.9420,  0.8219, -0.8954448E-01, -0.1535511E+00,  0.6400664E-01
  0.9685,  0.8219, -0.5011057E-01, -0.8372619E-01,  0.3361561E-01
  0.9837,  0.8219, -0.2709135E-01, -0.4336056E-01,  0.1626922E-01
  0.9918,  0.8219, -0.1478446E-01, -0.2183921E-01,  0.7054752E-02
  0.9959,  0.8219, -0.8492182E-02, -0.1084346E-01,  0.2351281E-02
  0.9980,  0.8219, -0.5345483E-02, -0.5345483E-02, -0.4376517E-12
  0.7020,  0.8618, -0.3281155E+00, -0.7306312E+00,  0.4025157E+00
  0.7041,  0.8618, -0.3280925E+00, -0.7271258E+00,  0.3990334E+00
  0.7082,  0.8618, -0.3279091E+00, -0.7200226E+00,  0.3921135E+00
  0.7163,  0.8618, -0.3270273E+00, -0.7057616E+00,  0.3787343E+00
  0.7315,  0.8618, -0.3235520E+00, -0.6777299E+00,  0.3541779E+00
  0.7580,  0.8618, -0.3121379E+00, -0.6252306E+00,  0.3130927E+00
  0.7986,  0.8618, -0.2827316E+00, -0.5365222E+00,  0.2537906E+00
  0.8500,  0.8618, -0.2281204E+00, -0.4118992E+00,  0.1837787E+00
  0.9014,  0.8618, -0.1586750E+00, -0.2765574E+00,  0.1178824E+00
  0.9420,  0.8618, -0.9664456E-01, -0.1643954E+00,  0.6775080E-01
  0.9685,  0.8618, -0.5406228E-01, -0.8963919E-01,  0.3557691E-01
  0.9837,  0.8618, -0.2920511E-01, -0.4642282E-01,  0.1721771E-01
  0.9918,  0.8618, -0.1591560E-01, -0.2338156E-01,  0.7465965E-02
  0.9959,  0.8618, -0.9120933E-02, -0.1160926E-01,  0.2488329E-02
  0.9980,  0.8618, -0.5722997E-02, -0.5722997E-02,  0.2309914E-12
  0.7020,  0.8951, -0.3438407E+00, -0.7619561E+00,  0.4181154E+00
  0.7041,  0.8951, -0.3438166E+00, -0.7583004E+00,  0.4144839E+00
  0.7082,  0.8951, -0.3436244E+00, -0.7508926E+00,  0.4072682E+00
  0.7163,  0.8951, -0.3427007E+00, -0.7360202E+00,  0.3933195E+00
  0.7315,  0.8951, -0.3390596E+00, -0.7067867E+00,  0.3677271E+00
  0.7580,  0.8951, -0.3270998E+00, -0.6520366E+00,  0.3249368E+00
  0.7986,  0.8951, -0.2962846E+00, -0.5595249E+00,  0.2632403E+00
  0.8500,  0.8951, -0.2390526E+00, -0.4295588E+00,  0.1905063E+00
  0.9014,  0.8951, -0.1662712E+00, -0.2884145E+00,  0.1221433E+00
  0.9420,  0.8951, -0.1012597E+00, -0.1714436E+00,  0.7018387E-01
  0.9685,  0.8951, -0.5663087E-01, -0.9348235E-01,  0.3685148E-01
  0.9837,  0.8951, -0.3057903E-01, -0.4841314E-01,  0.1783411E-01
  0.9918,  0.8951, -0.1665081E-01, -0.2438402E-01,  0.7733201E-02
  0.9959,  0.8951, -0.9529601E-02, -0.1210699E-01,  0.2577392E-02
  0.9980,  0.8951, -0.5968364E-02, -0.5968364E-02,  0.6424635E-13
  0.7020,  0.9217, -0.3534811E+00, -0.7810522E+00,  0.4275711E+00
  0.7041,  0.9217, -0.3534563E+00, -0.7773050E+00,  0.4238487E+00
  0.7082,  0.9217, -0.3532588E+00, -0.7697115E+00,  0.4164527E+00
  0.7163,  0.9217, -0.3523090E+00, -0.7544663E+00,  0.4021573E+00
  0.7315,  0.9217, -0.3485655E+00, -0.7245002E+00,  0.3759346E+00
  0.7580,  0.9217, -0.3362689E+00, -0.6683779E+00,  0.3321090E+00
  0.7986,  0.9217, -0.3045861E+00, -0.5735477E+00,  0.2689615E+00
  0.8500,  0.9217, -0.2457449E+00, -0.4403244E+00,  0.1945795E+00
  0.9014,  0.9217, -0.1709193E+00, -0.2956427E+00,  0.1247234E+00
  0.9420,  0.9217, -0.1040830E+00, -0.1757403E+00,  0.7165730E-01
  0.9685,  0.9217, -0.5820184E-01, -0.9582521E-01,  0.3762336E-01
  0.9837,  0.9217, -0.3141906E-01, -0.4962647E-01,  0.1820741E-01
  0.9918,  0.9217, -0.1710008E-01, -0.2499513E-01,  0.7895042E-02
  0.9959,  0.9217, -0.9779089E-02, -0.1241042E-01,  0.2631330E-02
  0.9980,  0.9217, -0.6117943E-02, -0.6117943E-02, -0.9228642E-13
  0.7020,  0.9423, -0.3591294E+00, -0.7921184E+00,  0.4329890E+00
  0.7041,  0.9423, -0.3591042E+00, -0.7883180E+00,  0.4292139E+00
  0.7082,  0.9423, -0.3589034E+00, -0.7806170E+00,  0.4217136E+00
  0.7163,  0.9423, -0.3579382E+00, -0.7651558E+00,  0.4072177E+00
  0.7315,  0.9423, -0.3541335E+00, -0.7347651E+00,  0.3806316E+00
  0.7580,  0.9423, -0.3416366E+00, -0.6778477E+00,  0.3362111E+00
  0.7986,  0.9423, -0.3094413E+00, -0.5816739E+00,  0.2722326E+00
  0.8500,  0.9423, -0.2496549E+00, -0.4465631E+00,  0.1969082E+00
  0.9014,  0.9423, -0.1736329E+00, -0.2998314E+00,  0.1261986E+00
  0.9420,  0.9423, -0.1057305E+00, -0.1782303E+00,  0.7249973E-01
  0.9685,  0.9423, -0.5911819E-01, -0.9718289E-01,  0.3806469E-01
  0.9837,  0.9423, -0.3190875E-01, -0.5032959E-01,  0.1842084E-01
  0.9918,  0.9423, -0.1736169E-01, -0.2534927E-01,  0.7987577E-02
  0.9959,  0.9423, -0.9924083E-02, -0.1258625E-01,  0.2662170E-02
  0.9980,  0.9423, -0.6204624E-02, -0.6204624E-02, -0.1588139E-14
  0.7020,  0.9580, -0.3623341E+00, -0.7982871E+00,  0.4359530E+00
  0.7041,  0.9580, -0.3623086E+00, -0.7944571E+00,  0.4321485E+00
  0.7082,  0.9580, -0.3621059E+00, -0.7866961E+00,  0.4245902E+00
  0.7163,  0.9580, -0.3611315E+00, -0.7711146E+00,  0.4099831E+00
  0.7315,  0.9580, -0.3572907E+00, -0.7404871E+00,  0.3831965E+00
  0.7580,  0.9580, -0.3446770E+00, -0.6831265E+00,  0.3384496E+00
  0.7986,  0.9580, -0.3121869E+00, -0.5862037E+00,  0.2740168E+00
  0.8500,  0.9580, -0.2518624E+00, -0.4500407E+00,  0.1981783E+00
  0.9014,  0.9580, -0.1751633E+00, -0.3021664E+00,  0.1270032E+00
  0.9420,  0.9580, -0.1066590E+00, -0.1796183E+00,  0.7295924E-01
  0.9685,  0.9580, -0.5963429E-01, -0.9793971E-01,  0.3830542E-01
  0.9837,  0.9580, -0.3218427E-01, -0.5072154E-01,  0.1853727E-01
  0.9918,  0.9580, -0.1750862E-01, -0.2554668E-01,  0.8038051E-02
  0.9959,  0.9580, -0.1000528E-01, -0.1268427E-01,  0.2678992E-02
  0.9980,  0.9580, -0.6252942E-02, -0.6252942E-02,  0.1721713E-14
  0.7020,  0.9696, -0.3641157E+00, -0.8016272E+00,  0.4375116E+00
  0.7041,  0.9696, -0.3640901E+00, -0.7977813E+00,  0.4336912E+00
  0.7082,  0.9696, -0.3638862E+00, -0.7899878E+00,  0.4261015E+00
  0.7163,  0.9696, -0.3629062E+00, -0.7743410E+00,  0.4114348E+00
  0.7315,  0.9696, -0.3590438E+00, -0.7435855E+00,  0.3845417E+00
  0.7580,  0.9696, -0.3463621E+00, -0.6859848E+00,  0.3396228E+00
  0.7986,  0.9696, -0.3137047E+00, -0.5886565E+00,  0.2749518E+00
  0.8500,  0.9696, -0.2530799E+00, -0.4519238E+00,  0.1988438E+00
  0.9014,  0.9696, -0.1760060E+00, -0.3034307E+00,  0.1274247E+00
  0.9420,  0.9696, -0.1071698E+00, -0.1803698E+00,  0.7320000E-01
  0.9685,  0.9696, -0.5991795E-01, -0.9834950E-01,  0.3843155E-01
  0.9837,  0.9696, -0.3233550E-01, -0.5093376E-01,  0.1859827E-01
  0.9918,  0.9696, -0.1758907E-01, -0.2565357E-01,  0.8064497E-02
  0.9959,  0.9696, -0.1004954E-01, -0.1273734E-01,  0.2687806E-02
  0.9980,  0.9696, -0.6279106E-02, -0.6279106E-02, -0.5022024E-15
  0.7020,  0.9782, -0.3650964E+00, -0.8033976E+00,  0.4383012E+00
  0.7041,  0.9782, -0.3650707E+00, -0.7995431E+00,  0.4344725E+00
  0.7082,  0.9782, -0.3648660E+00, -0.7917324E+00,  0.4268664E+00
  0.7163,  0.9782, -0.3638824E+00, -0.7760511E+00,  0.4121687E+00
  0.7315,  0.9782, -0.3600066E+00, -0.7452276E+00,  0.3852210E+00
  0.7580,  0.9782, -0.3472848E+00, -0.6874998E+00,  0.3402149E+00
  0.7986,  0.9782, -0.3145329E+00, -0.5899565E+00,  0.2754236E+00
  0.8500,  0.9782, -0.2537422E+00, -0.4529218E+00,  0.1991796E+00
  0.9014,  0.9782, -0.1764634E+00, -0.3041008E+00,  0.1276375E+00
  0.9420,  0.9782, -0.1074466E+00, -0.1807681E+00,  0.7332149E-01
  0.9685,  0.9782, -0.6007150E-01, -0.9856670E-01,  0.3849520E-01
  0.9837,  0.9782, -0.3241720E-01, -0.5104625E-01,  0.1862905E-01
  0.9918,  0.9782, -0.1763238E-01, -0.2571022E-01,  0.8077843E-02
  0.9959,  0.9782, -0.1007322E-01, -0.1276547E-01,  0.2692254E-02
  0.9980,  0.9782, -0.6292973E-02, -0.6292973E-02,  0.5828671E-15
  0.7020,  0.9844, -0.3656358E+00, -0.8043214E+00,  0.4386856E+00
  0.7041,  0.9844, -0.3656100E+00, -0.8004625E+00,  0.4348525E+00
  0.7082,  0.9844, -0.3654048E+00, -0.7926428E+00,  0.4272380E+00
  0.7163,  0.9844, -0.3644186E+00, -0.7769435E+00,  0.4125249E+00
  0.7315,  0.9844, -0.3605341E+00, -0.7460845E+00,  0.3855504E+00
  0.7580,  0.9844, -0.3477884E+00, -0.6882903E+00,  0.3405019E+00
  0.7986,  0.9844, -0.3149827E+00, -0.5906349E+00,  0.2756522E+00
  0.8500,  0.9844, -0.2541002E+00, -0.4534426E+00,  0.1993424E+00
  0.9014,  0.9844, -0.1767100E+00, -0.3044505E+00,  0.1277405E+00
  0.9420,  0.9844, -0.1075956E+00, -0.1809760E+00,  0.7338037E-01
  0.9685,  0.9844, -0.6015399E-01, -0.9868004E-01,  0.3852605E-01
  0.9837,  0.9844, -0.3246098E-01, -0.5110494E-01,  0.1864397E-01
  0.9918,  0.9844, -0.1765547E-01, -0.2573978E-01,  0.8084310E-02
  0.9959,  0.9844, -0.1008574E-01, -0.1278015E-01,  0.2694409E-02
  0.9980,  0.9844, -0.6300209E-02, -0.6300209E-02,  0.3131176E-15
  0.7020,  0.9888, -0.3659347E+00, -0.8047981E+00,  0.4388633E+00
  0.7041,  0.9888, -0.3659089E+00, -0.8009369E+00,  0.4350280E+00
  0.7082,  0.9888, -0.3657033E+00, -0.7931126E+00,  0.4274093E+00
  0.7163,  0.9888, -0.3647151E+00, -0.7774039E+00,  0.4126888E+00
  0.7315,  0.9888, -0.3608247E+00, -0.7465267E+00,  0.3857020E+00
  0.7580,  0.9888, -0.3480643E+00, -0.6886982E+00,  0.3406339E+00
  0.7986,  0.9888, -0.3152276E+00, -0.5909849E+00,  0.2757573E+00
  0.8500,  0.9888, -0.2542941E+00, -0.4537113E+00,  0.1994172E+00
  0.9014,  0.9888, -0.1768430E+00, -0.3046309E+00,  0.1277880E+00
  0.9420,  0.9888, -0.1076758E+00, -0.1810833E+00,  0.7340745E-01
  0.9685,  0.9888, -0.6019829E-01, -0.9873852E-01,  0.3854023E-01
  0.9837,  0.9888, -0.3248441E-01, -0.5113523E-01,  0.1865083E-01
  0.9918,  0.9888, -0.1766775E-01, -0.2575504E-01,  0.8087285E-02
  0.9959,  0.9888, -0.1009232E-01, -0.1278773E-01,  0.2695401E-02
  0.9980,  0.9888, -0.6303943E-02, -0.6303943E-02, -0.3556183E-16
  0.7020,  0.9920, -0.3661030E+00, -0.8050421E+00,  0.4389391E+00
  0.7041,  0.9920, -0.3660771E+00, -0.8011797E+00,  0.4351026E+00
  0.7082,  0.9920, -0.3658710E+00, -0.7933530E+00,  0.4274820E+00
  0.7163,  0.9920, -0.3648813E+00, -0.7776396E+00,  0.4127583E+00
  0.7315,  0.9920, -0.3609868E+00, -0.7467530E+00,  0.3857662E+00
  0.7580,  0.9920, -0.3482171E+00, -0.6889070E+00,  0.3406899E+00
  0.7986,  0.9920, -0.3153622E+00, -0.5911641E+00,  0.2758019E+00
  0.8500,  0.9920, -0.2544000E+00, -0.4538489E+00,  0.1994489E+00
  0.9014,  0.9920, -0.1769152E+00, -0.3047233E+00,  0.1278081E+00
  0.9420,  0.9920, -0.1077192E+00, -0.1811382E+00,  0.7341892E-01
  0.9685,  0.9920, -0.6022221E-01, -0.9876846E-01,  0.3854624E-01
  0.9837,  0.9920, -0.3249700E-01, -0.5115074E-01,  0.1865373E-01
  0.9918,  0.9920, -0.1767430E-01, -0.2576285E-01,  0.8088545E-02
  0.9959,  0.9920, -0.1009578E-01, -0.1279160E-01,  0.2695821E-02
  0.9980,  0.9920, -0.6305854E-02, -0.6305854E-02, -0.2515349E-16
  0.7020,  0.9943, -0.3661998E+00, -0.8051662E+00,  0.4389665E+00
  0.7041,  0.9943, -0.3661738E+00, -0.8013033E+00,  0.4351295E+00
  0.7082,  0.9943, -0.3659673E+00, -0.7934754E+00,  0.4275081E+00
  0.7163,  0.9943, -0.3649762E+00, -0.7777596E+00,  0.4127833E+00
  0.7315,  0.9943, -0.3610789E+00, -0.7468682E+00,  0.3857893E+00
  0.7580,  0.9943, -0.3483033E+00, -0.6890133E+00,  0.3407100E+00
  0.7986,  0.9943, -0.3154373E+00, -0.5912553E+00,  0.2758179E+00
  0.8500,  0.9943, -0.2544586E+00, -0.4539189E+00,  0.1994603E+00
  0.9014,  0.9943, -0.1769550E+00, -0.3047703E+00,  0.1278153E+00
  0.9420,  0.9943, -0.1077430E+00, -0.1811661E+00,  0.7342305E-01
  0.9685,  0.9943, -0.6023529E-01, -0.9878369E-01,  0.3854841E-01
  0.9837,  0.9943, -0.3250385E-01, -0.5115862E-01,  0.1865478E-01
  0.9918,  0.9943, -0.1767782E-01, -0.2576682E-01,  0.8088999E-02
  0.9959,  0.9943, -0.1009760E-01, -0.1279358E-01,  0.2695972E-02
  0.9980,  0.9943, -0.6306827E-02, -0.6306827E-02,  0.1387779E-16
  0.7020,  0.9960, -0.3662569E+00, -0.8052292E+00,  0.4389723E+00
  0.7041,  0.9960, -0.3662308E+00, -0.8013659E+00,  0.4351351E+00
  0.7082,  0.9960, -0.3660238E+00, -0.7935374E+00,  0.4275136E+00
  0.7163,  0.9960, -0.3650318E+00, -0.7778204E+00,  0.4127886E+00
  0.7315,  0.9960, -0.3611325E+00, -0.7469266E+00,  0.3857941E+00
  0.7580,  0.9960, -0.3483529E+00, -0.6890671E+00,  0.3407142E+00
  0.7986,  0.9960, -0.3154802E+00, -0.5913015E+00,  0.2758213E+00
  0.8500,  0.9960, -0.2544916E+00, -0.4539544E+00,  0.1994627E+00
  0.9014,  0.9960, -0.1769773E+00, -0.3047941E+00,  0.1278168E+00
  0.9420,  0.9960, -0.1077563E+00, -0.1811803E+00,  0.7342392E-01
  0.9685,  0.9960, -0.6024255E-01, -0.9879141E-01,  0.3854886E-01
  0.9837,  0.9960, -0.3250762E-01, -0.5116262E-01,  0.1865500E-01
  0.9918,  0.9960, -0.1767974E-01, -0.2576884E-01,  0.8089094E-02
  0.9959,  0.9960, -0.1009857E-01, -0.1279458E-01,  0.2696003E-02
  0.9980,  0.9960, -0.6307320E-02, -0.6307320E-02,  0.8673617E-18
